*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Feb  6 2025 20:33:19
*************************************************
parsing config file: /home/wzz/Pythia/config/bingo.ini

trace_0 /home/wzz/Pythia/traces/streaming_phase1_core0.trace.xz
Heartbeat CPU  0 instructions:    2000000 cycles:    1124157 heartbeat IPC: 1.91727 cumulative IPC: 1.77911 (Simulation time: 0 hr 0 min 2 sec) 
Heartbeat CPU  0 instructions:    3000003 cycles:    1617611 heartbeat IPC: 2.02654 cumulative IPC: 1.85459 (Simulation time: 0 hr 0 min 3 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    2113203 heartbeat IPC: 2.01778 cumulative IPC: 1.89286 (Simulation time: 0 hr 0 min 4 sec) 
Heartbeat CPU  0 instructions:    5000002 cycles:    2673166 heartbeat IPC: 1.78584 cumulative IPC: 1.87044 (Simulation time: 0 hr 0 min 5 sec) 
Heartbeat CPU  0 instructions:    6000001 cycles:    3205813 heartbeat IPC: 1.87741 cumulative IPC: 1.87160 (Simulation time: 0 hr 0 min 6 sec) 
Heartbeat CPU  0 instructions:    7000001 cycles:    3800916 heartbeat IPC: 1.68038 cumulative IPC: 1.84166 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    4338242 heartbeat IPC: 1.86107 cumulative IPC: 1.84406 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  0 instructions:    9000000 cycles:    4854336 heartbeat IPC: 1.93763 cumulative IPC: 1.85401 (Simulation time: 0 hr 0 min 8 sec) 
Heartbeat CPU  0 instructions:   10000003 cycles:    5390852 heartbeat IPC: 1.86388 cumulative IPC: 1.85499 (Simulation time: 0 hr 0 min 9 sec) 
Heartbeat CPU  0 instructions:   11000002 cycles:    5930889 heartbeat IPC: 1.85172 cumulative IPC: 1.85470 (Simulation time: 0 hr 0 min 10 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    6427348 heartbeat IPC: 2.01426 cumulative IPC: 1.86702 (Simulation time: 0 hr 0 min 11 sec) 
Heartbeat CPU  0 instructions:   13000001 cycles:    6922356 heartbeat IPC: 2.02017 cumulative IPC: 1.87797 (Simulation time: 0 hr 0 min 12 sec) 
Heartbeat CPU  0 instructions:   14000002 cycles:    7398708 heartbeat IPC: 2.09929 cumulative IPC: 1.89222 (Simulation time: 0 hr 0 min 13 sec) 
Heartbeat CPU  0 instructions:   15000002 cycles:    7876095 heartbeat IPC: 2.09474 cumulative IPC: 1.90450 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:    8341986 heartbeat IPC: 2.14642 cumulative IPC: 1.91801 (Simulation time: 0 hr 0 min 15 sec) 
Heartbeat CPU  0 instructions:   17000000 cycles:    8835102 heartbeat IPC: 2.02792 cumulative IPC: 1.92414 (Simulation time: 0 hr 0 min 16 sec) 
Heartbeat CPU  0 instructions:   18000002 cycles:    9285226 heartbeat IPC: 2.22161 cumulative IPC: 1.93856 (Simulation time: 0 hr 0 min 17 sec) 
Heartbeat CPU  0 instructions:   19000001 cycles:    9724559 heartbeat IPC: 2.27618 cumulative IPC: 1.95382 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:   10237500 heartbeat IPC: 1.94954 cumulative IPC: 1.95360 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  0 instructions:   21000001 cycles:   10731198 heartbeat IPC: 2.02553 cumulative IPC: 1.95691 (Simulation time: 0 hr 0 min 21 sec) 
Heartbeat CPU  0 instructions:   22000000 cycles:   11214146 heartbeat IPC: 2.07061 cumulative IPC: 1.96181 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  0 instructions:   23000000 cycles:   11673429 heartbeat IPC: 2.17731 cumulative IPC: 1.97029 (Simulation time: 0 hr 0 min 23 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   12133186 heartbeat IPC: 2.17506 cumulative IPC: 1.97805 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  0 instructions:   25000003 cycles:   12605943 heartbeat IPC: 2.11526 cumulative IPC: 1.98319 (Simulation time: 0 hr 0 min 25 sec) 
Heartbeat CPU  0 instructions:   26000000 cycles:   13087533 heartbeat IPC: 2.07645 cumulative IPC: 1.98662 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  0 instructions:   27000003 cycles:   13583873 heartbeat IPC: 2.01475 cumulative IPC: 1.98765 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   14067090 heartbeat IPC: 2.06946 cumulative IPC: 1.99046 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  0 instructions:   29000001 cycles:   14535475 heartbeat IPC: 2.13500 cumulative IPC: 1.99512 (Simulation time: 0 hr 0 min 29 sec) 
Heartbeat CPU  0 instructions:   30000001 cycles:   15022667 heartbeat IPC: 2.05258 cumulative IPC: 1.99698 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  0 instructions:   31000000 cycles:   15505989 heartbeat IPC: 2.06901 cumulative IPC: 1.99923 (Simulation time: 0 hr 0 min 31 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   15982222 heartbeat IPC: 2.09981 cumulative IPC: 2.00222 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   16464862 heartbeat IPC: 2.07194 cumulative IPC: 2.00427 (Simulation time: 0 hr 0 min 33 sec) 
Heartbeat CPU  0 instructions:   34000003 cycles:   16966478 heartbeat IPC: 1.99356 cumulative IPC: 2.00395 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  0 instructions:   35000000 cycles:   17443285 heartbeat IPC: 2.09728 cumulative IPC: 2.00650 (Simulation time: 0 hr 0 min 35 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   17906577 heartbeat IPC: 2.15847 cumulative IPC: 2.01043 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  0 instructions:   37000003 cycles:   18408014 heartbeat IPC: 1.99427 cumulative IPC: 2.00999 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  0 instructions:   38000002 cycles:   18925241 heartbeat IPC: 1.93339 cumulative IPC: 2.00790 (Simulation time: 0 hr 0 min 38 sec) 
Heartbeat CPU  0 instructions:   39000003 cycles:   19449170 heartbeat IPC: 1.90866 cumulative IPC: 2.00523 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   19970728 heartbeat IPC: 1.91733 cumulative IPC: 2.00293 (Simulation time: 0 hr 0 min 40 sec) 

Warmup complete CPU  0 instructions:   40000002 cycles:   19970729 (Simulation time: 0 hr 0 min 40 sec) 

Heartbeat CPU  0 instructions:   41000002 cycles:   24716440 heartbeat IPC: 0.21072 cumulative IPC: 0.21072 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  0 instructions:   42000001 cycles:   29511409 heartbeat IPC: 0.20855 cumulative IPC: 0.20963 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  0 instructions:   43000003 cycles:   34461030 heartbeat IPC: 0.20204 cumulative IPC: 0.20704 (Simulation time: 0 hr 0 min 44 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   39215036 heartbeat IPC: 0.21035 cumulative IPC: 0.20785 (Simulation time: 0 hr 0 min 45 sec) 
Heartbeat CPU  0 instructions:   45000001 cycles:   44067277 heartbeat IPC: 0.20609 cumulative IPC: 0.20750 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  0 instructions:   46000000 cycles:   48789378 heartbeat IPC: 0.21177 cumulative IPC: 0.20820 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  0 instructions:   47000000 cycles:   53344422 heartbeat IPC: 0.21954 cumulative IPC: 0.20975 (Simulation time: 0 hr 0 min 49 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   57981682 heartbeat IPC: 0.21564 cumulative IPC: 0.21047 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  0 instructions:   49000002 cycles:   62515224 heartbeat IPC: 0.22058 cumulative IPC: 0.21154 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  0 instructions:   50000002 cycles:   67259355 heartbeat IPC: 0.21079 cumulative IPC: 0.21147 (Simulation time: 0 hr 0 min 53 sec) 
Heartbeat CPU  0 instructions:   51000001 cycles:   71973460 heartbeat IPC: 0.21213 cumulative IPC: 0.21153 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   76615854 heartbeat IPC: 0.21541 cumulative IPC: 0.21185 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  0 instructions:   53000001 cycles:   81325431 heartbeat IPC: 0.21233 cumulative IPC: 0.21188 (Simulation time: 0 hr 0 min 57 sec) 
Heartbeat CPU  0 instructions:   54000001 cycles:   85982709 heartbeat IPC: 0.21472 cumulative IPC: 0.21208 (Simulation time: 0 hr 0 min 58 sec) 
Heartbeat CPU  0 instructions:   55000000 cycles:   90614893 heartbeat IPC: 0.21588 cumulative IPC: 0.21233 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   95330457 heartbeat IPC: 0.21206 cumulative IPC: 0.21231 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  0 instructions:   57000001 cycles:   99991093 heartbeat IPC: 0.21456 cumulative IPC: 0.21245 (Simulation time: 0 hr 1 min 2 sec) 
Heartbeat CPU  0 instructions:   58000003 cycles:  104586623 heartbeat IPC: 0.21760 cumulative IPC: 0.21273 (Simulation time: 0 hr 1 min 4 sec) 
Heartbeat CPU  0 instructions:   59000002 cycles:  109239756 heartbeat IPC: 0.21491 cumulative IPC: 0.21284 (Simulation time: 0 hr 1 min 5 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:  113885983 heartbeat IPC: 0.21523 cumulative IPC: 0.21296 (Simulation time: 0 hr 1 min 6 sec) 
Heartbeat CPU  0 instructions:   61000001 cycles:  118625518 heartbeat IPC: 0.21099 cumulative IPC: 0.21286 (Simulation time: 0 hr 1 min 8 sec) 
Heartbeat CPU  0 instructions:   62000001 cycles:  123240738 heartbeat IPC: 0.21667 cumulative IPC: 0.21303 (Simulation time: 0 hr 1 min 9 sec) 
Heartbeat CPU  0 instructions:   63000001 cycles:  124339810 heartbeat IPC: 0.90986 cumulative IPC: 0.22037 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:  124900823 heartbeat IPC: 1.78249 cumulative IPC: 0.22872 (Simulation time: 0 hr 1 min 11 sec) 
Heartbeat CPU  0 instructions:   65000000 cycles:  125546614 heartbeat IPC: 1.54849 cumulative IPC: 0.23680 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   66000003 cycles:  126132709 heartbeat IPC: 1.70621 cumulative IPC: 0.24491 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   67000001 cycles:  126674500 heartbeat IPC: 1.84573 cumulative IPC: 0.25304 (Simulation time: 0 hr 1 min 13 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:  127207292 heartbeat IPC: 1.87690 cumulative IPC: 0.26110 (Simulation time: 0 hr 1 min 14 sec) 
Heartbeat CPU  0 instructions:   69000003 cycles:  131231188 heartbeat IPC: 0.24852 cumulative IPC: 0.26065 (Simulation time: 0 hr 1 min 15 sec) 
Heartbeat CPU  0 instructions:   70000001 cycles:  135870724 heartbeat IPC: 0.21554 cumulative IPC: 0.25884 (Simulation time: 0 hr 1 min 16 sec) 
Heartbeat CPU  0 instructions:   71000000 cycles:  140415180 heartbeat IPC: 0.22005 cumulative IPC: 0.25738 (Simulation time: 0 hr 1 min 18 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:  144952387 heartbeat IPC: 0.22040 cumulative IPC: 0.25604 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  0 instructions:   73000001 cycles:  149590639 heartbeat IPC: 0.21560 cumulative IPC: 0.25459 (Simulation time: 0 hr 1 min 20 sec) 
Heartbeat CPU  0 instructions:   74000003 cycles:  151974730 heartbeat IPC: 0.41945 cumulative IPC: 0.25757 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  0 instructions:   75000000 cycles:  155417965 heartbeat IPC: 0.29042 cumulative IPC: 0.25840 (Simulation time: 0 hr 1 min 22 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:  160188564 heartbeat IPC: 0.20962 cumulative IPC: 0.25674 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  0 instructions:   77000000 cycles:  164882549 heartbeat IPC: 0.21304 cumulative IPC: 0.25533 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  0 instructions:   78000002 cycles:  169568370 heartbeat IPC: 0.21341 cumulative IPC: 0.25401 (Simulation time: 0 hr 1 min 26 sec) 
Heartbeat CPU  0 instructions:   79000003 cycles:  174173970 heartbeat IPC: 0.21713 cumulative IPC: 0.25291 (Simulation time: 0 hr 1 min 28 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:  178920327 heartbeat IPC: 0.21069 cumulative IPC: 0.25165 (Simulation time: 0 hr 1 min 29 sec) 
Heartbeat CPU  0 instructions:   81000003 cycles:  183654610 heartbeat IPC: 0.21123 cumulative IPC: 0.25048 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  0 instructions:   82000001 cycles:  188277827 heartbeat IPC: 0.21630 cumulative IPC: 0.24954 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  0 instructions:   83000000 cycles:  192934507 heartbeat IPC: 0.21475 cumulative IPC: 0.24861 (Simulation time: 0 hr 1 min 33 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:  197612652 heartbeat IPC: 0.21376 cumulative IPC: 0.24769 (Simulation time: 0 hr 1 min 34 sec) 
Heartbeat CPU  0 instructions:   85000000 cycles:  202457264 heartbeat IPC: 0.20641 cumulative IPC: 0.24659 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  0 instructions:   86000003 cycles:  207052474 heartbeat IPC: 0.21762 cumulative IPC: 0.24588 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  0 instructions:   87000003 cycles:  211865769 heartbeat IPC: 0.20776 cumulative IPC: 0.24493 (Simulation time: 0 hr 1 min 38 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:  216648100 heartbeat IPC: 0.20910 cumulative IPC: 0.24405 (Simulation time: 0 hr 1 min 40 sec) 
Heartbeat CPU  0 instructions:   89000001 cycles:  221249742 heartbeat IPC: 0.21731 cumulative IPC: 0.24344 (Simulation time: 0 hr 1 min 41 sec) 
Heartbeat CPU  0 instructions:   90000000 cycles:  225935678 heartbeat IPC: 0.21340 cumulative IPC: 0.24276 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  0 instructions:   91000002 cycles:  230603952 heartbeat IPC: 0.21421 cumulative IPC: 0.24213 (Simulation time: 0 hr 1 min 44 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:  235368508 heartbeat IPC: 0.20988 cumulative IPC: 0.24141 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  0 instructions:   93000000 cycles:  240099826 heartbeat IPC: 0.21136 cumulative IPC: 0.24077 (Simulation time: 0 hr 1 min 46 sec) 
Heartbeat CPU  0 instructions:   94000000 cycles:  244844859 heartbeat IPC: 0.21075 cumulative IPC: 0.24013 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  0 instructions:   95000000 cycles:  249594057 heartbeat IPC: 0.21056 cumulative IPC: 0.23952 (Simulation time: 0 hr 1 min 49 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:  254273145 heartbeat IPC: 0.21372 cumulative IPC: 0.23901 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  0 instructions:   97000003 cycles:  258937114 heartbeat IPC: 0.21441 cumulative IPC: 0.23853 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  0 instructions:   98000002 cycles:  263686923 heartbeat IPC: 0.21053 cumulative IPC: 0.23798 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  0 instructions:   99000000 cycles:  268588671 heartbeat IPC: 0.20401 cumulative IPC: 0.23731 (Simulation time: 0 hr 1 min 54 sec) 
*** Reached end of trace for Core: 0 Repeating trace: /home/wzz/Pythia/traces/streaming_phase1_core0.trace.xz
Heartbeat CPU  0 instructions:  100000000 cycles:  273333155 heartbeat IPC: 0.21077 cumulative IPC: 0.23681 (Simulation time: 0 hr 1 min 56 sec) 
Heartbeat CPU  0 instructions:  101000001 cycles:  277965171 heartbeat IPC: 0.21589 cumulative IPC: 0.23644 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  0 instructions:  102000000 cycles:  282526004 heartbeat IPC: 0.21926 cumulative IPC: 0.23614 (Simulation time: 0 hr 1 min 58 sec) 
Heartbeat CPU  0 instructions:  103000000 cycles:  287252522 heartbeat IPC: 0.21157 cumulative IPC: 0.23571 (Simulation time: 0 hr 1 min 59 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:  291835918 heartbeat IPC: 0.21818 cumulative IPC: 0.23541 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  0 instructions:  105000002 cycles:  296457534 heartbeat IPC: 0.21637 cumulative IPC: 0.23509 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  0 instructions:  106000002 cycles:  300677572 heartbeat IPC: 0.23696 cumulative IPC: 0.23512 (Simulation time: 0 hr 2 min 3 sec) 
Heartbeat CPU  0 instructions:  107000001 cycles:  304726550 heartbeat IPC: 0.24698 cumulative IPC: 0.23529 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:  309189549 heartbeat IPC: 0.22406 cumulative IPC: 0.23512 (Simulation time: 0 hr 2 min 6 sec) 
Heartbeat CPU  0 instructions:  109000002 cycles:  313784937 heartbeat IPC: 0.21761 cumulative IPC: 0.23484 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  0 instructions:  110000001 cycles:  318411226 heartbeat IPC: 0.21616 cumulative IPC: 0.23455 (Simulation time: 0 hr 2 min 8 sec) 
Heartbeat CPU  0 instructions:  111000001 cycles:  323012843 heartbeat IPC: 0.21731 cumulative IPC: 0.23429 (Simulation time: 0 hr 2 min 10 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:  327609740 heartbeat IPC: 0.21754 cumulative IPC: 0.23404 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  0 instructions:  113000002 cycles:  332154722 heartbeat IPC: 0.22002 cumulative IPC: 0.23384 (Simulation time: 0 hr 2 min 12 sec) 
Heartbeat CPU  0 instructions:  114000001 cycles:  336821031 heartbeat IPC: 0.21430 cumulative IPC: 0.23355 (Simulation time: 0 hr 2 min 13 sec) 
Heartbeat CPU  0 instructions:  115000001 cycles:  341431470 heartbeat IPC: 0.21690 cumulative IPC: 0.23331 (Simulation time: 0 hr 2 min 15 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:  346083602 heartbeat IPC: 0.21495 cumulative IPC: 0.23305 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  0 instructions:  117000002 cycles:  350651964 heartbeat IPC: 0.21890 cumulative IPC: 0.23285 (Simulation time: 0 hr 2 min 17 sec) 
Heartbeat CPU  0 instructions:  118000001 cycles:  355246829 heartbeat IPC: 0.21763 cumulative IPC: 0.23264 (Simulation time: 0 hr 2 min 19 sec) 
Heartbeat CPU  0 instructions:  119000002 cycles:  359761465 heartbeat IPC: 0.22150 cumulative IPC: 0.23250 (Simulation time: 0 hr 2 min 20 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:  364264595 heartbeat IPC: 0.22207 cumulative IPC: 0.23236 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  0 instructions:  121000003 cycles:  368739476 heartbeat IPC: 0.22347 cumulative IPC: 0.23225 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  0 instructions:  122000001 cycles:  373288149 heartbeat IPC: 0.21984 cumulative IPC: 0.23209 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  0 instructions:  123000000 cycles:  378016292 heartbeat IPC: 0.21150 cumulative IPC: 0.23181 (Simulation time: 0 hr 2 min 25 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:  382715224 heartbeat IPC: 0.21281 cumulative IPC: 0.23157 (Simulation time: 0 hr 2 min 26 sec) 
Heartbeat CPU  0 instructions:  125000002 cycles:  387522617 heartbeat IPC: 0.20801 cumulative IPC: 0.23126 (Simulation time: 0 hr 2 min 28 sec) 
Heartbeat CPU  0 instructions:  126000001 cycles:  392158145 heartbeat IPC: 0.21572 cumulative IPC: 0.23107 (Simulation time: 0 hr 2 min 29 sec) 
Heartbeat CPU  0 instructions:  127000002 cycles:  396743181 heartbeat IPC: 0.21810 cumulative IPC: 0.23091 (Simulation time: 0 hr 2 min 30 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:  401324834 heartbeat IPC: 0.21826 cumulative IPC: 0.23076 (Simulation time: 0 hr 2 min 32 sec) 
Heartbeat CPU  0 instructions:  129000003 cycles:  405911790 heartbeat IPC: 0.21801 cumulative IPC: 0.23061 (Simulation time: 0 hr 2 min 33 sec) 
Heartbeat CPU  0 instructions:  130000000 cycles:  410433549 heartbeat IPC: 0.22115 cumulative IPC: 0.23050 (Simulation time: 0 hr 2 min 34 sec) 
Heartbeat CPU  0 instructions:  131000002 cycles:  414922571 heartbeat IPC: 0.22277 cumulative IPC: 0.23041 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:  419456724 heartbeat IPC: 0.22055 cumulative IPC: 0.23030 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  0 instructions:  133000001 cycles:  424025949 heartbeat IPC: 0.21886 cumulative IPC: 0.23017 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  0 instructions:  134000000 cycles:  428549365 heartbeat IPC: 0.22107 cumulative IPC: 0.23007 (Simulation time: 0 hr 2 min 39 sec) 
Heartbeat CPU  0 instructions:  135000001 cycles:  433095586 heartbeat IPC: 0.21996 cumulative IPC: 0.22995 (Simulation time: 0 hr 2 min 41 sec) 
Heartbeat CPU  0 instructions:  136000000 cycles:  437682451 heartbeat IPC: 0.21801 cumulative IPC: 0.22982 (Simulation time: 0 hr 2 min 42 sec) 
Heartbeat CPU  0 instructions:  137000003 cycles:  442346577 heartbeat IPC: 0.21440 cumulative IPC: 0.22965 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  0 instructions:  138000000 cycles:  447042032 heartbeat IPC: 0.21297 cumulative IPC: 0.22947 (Simulation time: 0 hr 2 min 45 sec) 
Heartbeat CPU  0 instructions:  139000001 cycles:  451605142 heartbeat IPC: 0.21915 cumulative IPC: 0.22936 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  0 instructions:  140000000 cycles:  456306602 heartbeat IPC: 0.21270 cumulative IPC: 0.22918 (Simulation time: 0 hr 2 min 47 sec) 
Finished CPU 0 instructions: 100000000 cycles: 436335881 cumulative IPC: 0.22918 (Simulation time: 0 hr 2 min 47 sec) 

ChampSim completed all CPUs

[ROI Statistics]
Core_0_instructions 100000000
Core_0_cycles 436335881
Core_0_IPC 0.22918

Core_0_branch_prediction_accuracy 97.34402
Core_0_branch_MPKI 4.87883
Core_0_average_ROB_occupancy_at_mispredict 83.85140

Core_0_L1D_total_access 15681628
Core_0_L1D_total_hit 13781304
Core_0_L1D_total_miss 1900324
Core_0_L1D_loads 9099136
Core_0_L1D_load_hit 7713940
Core_0_L1D_load_miss 1385196
Core_0_L1D_RFOs 6582492
Core_0_L1D_RFO_hit 6067364
Core_0_L1D_RFO_miss 515128
Core_0_L1D_prefetches 0
Core_0_L1D_prefetch_hit 0
Core_0_L1D_prefetch_miss 0
Core_0_L1D_writebacks 0
Core_0_L1D_writeback_hit 0
Core_0_L1D_writeback_miss 0
Core_0_L1D_prefetch_requested 0
Core_0_L1D_prefetch_dropped 0
Core_0_L1D_prefetch_issued 0
Core_0_L1D_prefetch_filled 0
Core_0_L1D_prefetch_useful 0
Core_0_L1D_prefetch_useless 0
Core_0_L1D_prefetch_late 0
Core_0_L1D_average_miss_latency 87.60298

Core_0_L1D_rq_access 17329951
Core_0_L1D_rq_forward 0
