*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Feb  6 2025 20:33:19
*************************************************
parsing config file: /home/wzz/Pythia/config/pythia.ini

trace_0 /home/wzz/Pythia/traces/605.mcf_s-472B.champsimtrace.xz
Heartbeat CPU  0 instructions:   42000002 cycles:   27796880 heartbeat IPC: 0.35234 cumulative IPC: 0.38780 (Simulation time: 0 hr 4 min 38 sec) 
Heartbeat CPU  0 instructions:   43000003 cycles:   29541853 heartbeat IPC: 0.57308 cumulative IPC: 0.43464 (Simulation time: 0 hr 4 min 45 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   32387988 heartbeat IPC: 0.35135 cumulative IPC: 0.41033 (Simulation time: 0 hr 4 min 55 sec) 
Heartbeat CPU  0 instructions:   45000001 cycles:   34104870 heartbeat IPC: 0.58245 cumulative IPC: 0.43610 (Simulation time: 0 hr 5 min 1 sec) 
Heartbeat CPU  0 instructions:   46000001 cycles:   36938251 heartbeat IPC: 0.35294 cumulative IPC: 0.41962 (Simulation time: 0 hr 5 min 11 sec) 
Heartbeat CPU  0 instructions:   47000001 cycles:   39251789 heartbeat IPC: 0.43224 cumulative IPC: 0.42138 (Simulation time: 0 hr 5 min 18 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   41001917 heartbeat IPC: 0.57139 cumulative IPC: 0.43568 (Simulation time: 0 hr 5 min 25 sec) 
Heartbeat CPU  0 instructions:   49000000 cycles:   43847252 heartbeat IPC: 0.35145 cumulative IPC: 0.42438 (Simulation time: 0 hr 5 min 35 sec) 
Heartbeat CPU  0 instructions:   50000001 cycles:   48161710 heartbeat IPC: 0.23178 cumulative IPC: 0.39182 (Simulation time: 0 hr 5 min 50 sec) 
Heartbeat CPU  0 instructions:   51000001 cycles:   50050207 heartbeat IPC: 0.52952 cumulative IPC: 0.40131 (Simulation time: 0 hr 5 min 57 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   51797375 heartbeat IPC: 0.57235 cumulative IPC: 0.41155 (Simulation time: 0 hr 6 min 3 sec) 
Heartbeat CPU  0 instructions:   53000003 cycles:   54612730 heartbeat IPC: 0.35520 cumulative IPC: 0.40659 (Simulation time: 0 hr 6 min 13 sec) 
Heartbeat CPU  0 instructions:   54000001 cycles:   56315453 heartbeat IPC: 0.58729 cumulative IPC: 0.41573 (Simulation time: 0 hr 6 min 20 sec) 
Heartbeat CPU  0 instructions:   55000003 cycles:   58118241 heartbeat IPC: 0.55470 cumulative IPC: 0.42279 (Simulation time: 0 hr 6 min 26 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   61914327 heartbeat IPC: 0.26343 cumulative IPC: 0.40739 (Simulation time: 0 hr 6 min 39 sec) 
Heartbeat CPU  0 instructions:   57000003 cycles:   65495393 heartbeat IPC: 0.27925 cumulative IPC: 0.39668 (Simulation time: 0 hr 6 min 51 sec) 
Heartbeat CPU  0 instructions:   58000000 cycles:   67345557 heartbeat IPC: 0.54049 cumulative IPC: 0.40263 (Simulation time: 0 hr 6 min 58 sec) 
Heartbeat CPU  0 instructions:   59000003 cycles:   70663471 heartbeat IPC: 0.30140 cumulative IPC: 0.39564 (Simulation time: 0 hr 7 min 9 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   74134307 heartbeat IPC: 0.28811 cumulative IPC: 0.38839 (Simulation time: 0 hr 7 min 20 sec) 
Heartbeat CPU  0 instructions:   61000001 cycles:   76096773 heartbeat IPC: 0.50956 cumulative IPC: 0.39284 (Simulation time: 0 hr 7 min 27 sec) 
Heartbeat CPU  0 instructions:   62000001 cycles:   79076740 heartbeat IPC: 0.33557 cumulative IPC: 0.38981 (Simulation time: 0 hr 7 min 37 sec) 
Heartbeat CPU  0 instructions:   63000002 cycles:   80983192 heartbeat IPC: 0.52454 cumulative IPC: 0.39422 (Simulation time: 0 hr 7 min 43 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   84003719 heartbeat IPC: 0.33107 cumulative IPC: 0.39111 (Simulation time: 0 hr 7 min 53 sec) 
Heartbeat CPU  0 instructions:   65000000 cycles:   86001870 heartbeat IPC: 0.50046 cumulative IPC: 0.39456 (Simulation time: 0 hr 8 min 0 sec) 
Heartbeat CPU  0 instructions:   66000001 cycles:   88921695 heartbeat IPC: 0.34249 cumulative IPC: 0.39226 (Simulation time: 0 hr 8 min 10 sec) 
Heartbeat CPU  0 instructions:   67000000 cycles:   90736109 heartbeat IPC: 0.55114 cumulative IPC: 0.39650 (Simulation time: 0 hr 8 min 16 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   94378399 heartbeat IPC: 0.27455 cumulative IPC: 0.39031 (Simulation time: 0 hr 8 min 29 sec) 
Heartbeat CPU  0 instructions:   69000002 cycles:   96770099 heartbeat IPC: 0.41811 cumulative IPC: 0.39120 (Simulation time: 0 hr 8 min 37 sec) 
Heartbeat CPU  0 instructions:   70000001 cycles:   98615187 heartbeat IPC: 0.54198 cumulative IPC: 0.39486 (Simulation time: 0 hr 8 min 44 sec) 
Heartbeat CPU  0 instructions:   71000000 cycles:  101186938 heartbeat IPC: 0.38884 cumulative IPC: 0.39467 (Simulation time: 0 hr 8 min 52 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:  103617535 heartbeat IPC: 0.41142 cumulative IPC: 0.39517 (Simulation time: 0 hr 9 min 1 sec) 
Heartbeat CPU  0 instructions:   73000003 cycles:  106107306 heartbeat IPC: 0.40164 cumulative IPC: 0.39536 (Simulation time: 0 hr 9 min 9 sec) 
Heartbeat CPU  0 instructions:   74000002 cycles:  110534362 heartbeat IPC: 0.22588 cumulative IPC: 0.38683 (Simulation time: 0 hr 9 min 23 sec) 
Heartbeat CPU  0 instructions:   75000002 cycles:  113212463 heartbeat IPC: 0.37340 cumulative IPC: 0.38643 (Simulation time: 0 hr 9 min 32 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:  115688140 heartbeat IPC: 0.40393 cumulative IPC: 0.38690 (Simulation time: 0 hr 9 min 41 sec) 
Heartbeat CPU  0 instructions:   77000002 cycles:  119623079 heartbeat IPC: 0.25413 cumulative IPC: 0.38151 (Simulation time: 0 hr 9 min 54 sec) 
Heartbeat CPU  0 instructions:   78000002 cycles:  121484323 heartbeat IPC: 0.53728 cumulative IPC: 0.38444 (Simulation time: 0 hr 10 min 0 sec) 
Heartbeat CPU  0 instructions:   79000003 cycles:  124860579 heartbeat IPC: 0.29619 cumulative IPC: 0.38153 (Simulation time: 0 hr 10 min 11 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:  129139675 heartbeat IPC: 0.23369 cumulative IPC: 0.37559 (Simulation time: 0 hr 10 min 25 sec) 
Heartbeat CPU  0 instructions:   81000000 cycles:  130889395 heartbeat IPC: 0.57152 cumulative IPC: 0.37875 (Simulation time: 0 hr 10 min 32 sec) 
Heartbeat CPU  0 instructions:   82000003 cycles:  132608488 heartbeat IPC: 0.58170 cumulative IPC: 0.38193 (Simulation time: 0 hr 10 min 38 sec) 
Heartbeat CPU  0 instructions:   83000001 cycles:  136177312 heartbeat IPC: 0.28020 cumulative IPC: 0.37873 (Simulation time: 0 hr 10 min 51 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:  138203157 heartbeat IPC: 0.49362 cumulative IPC: 0.38074 (Simulation time: 0 hr 10 min 59 sec) 
Heartbeat CPU  0 instructions:   85000000 cycles:  140691664 heartbeat IPC: 0.40185 cumulative IPC: 0.38119 (Simulation time: 0 hr 11 min 7 sec) 
Heartbeat CPU  0 instructions:   86000002 cycles:  142912738 heartbeat IPC: 0.45023 cumulative IPC: 0.38246 (Simulation time: 0 hr 11 min 15 sec) 
Heartbeat CPU  0 instructions:   87000000 cycles:  145282766 heartbeat IPC: 0.42194 cumulative IPC: 0.38323 (Simulation time: 0 hr 11 min 23 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:  149368411 heartbeat IPC: 0.24476 cumulative IPC: 0.37876 (Simulation time: 0 hr 11 min 36 sec) 
Heartbeat CPU  0 instructions:   89000000 cycles:  151406246 heartbeat IPC: 0.49072 cumulative IPC: 0.38053 (Simulation time: 0 hr 11 min 44 sec) 
Heartbeat CPU  0 instructions:   90000000 cycles:  153234525 heartbeat IPC: 0.54696 cumulative IPC: 0.38286 (Simulation time: 0 hr 11 min 50 sec) 
Heartbeat CPU  0 instructions:   91000001 cycles:  155974554 heartbeat IPC: 0.36496 cumulative IPC: 0.38250 (Simulation time: 0 hr 12 min 0 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:  157768727 heartbeat IPC: 0.55736 cumulative IPC: 0.38482 (Simulation time: 0 hr 12 min 7 sec) 
Heartbeat CPU  0 instructions:   93000003 cycles:  161408876 heartbeat IPC: 0.27471 cumulative IPC: 0.38193 (Simulation time: 0 hr 12 min 19 sec) 
Heartbeat CPU  0 instructions:   94000000 cycles:  165220247 heartbeat IPC: 0.26237 cumulative IPC: 0.37873 (Simulation time: 0 hr 12 min 32 sec) 
Heartbeat CPU  0 instructions:   95000000 cycles:  167078985 heartbeat IPC: 0.53800 cumulative IPC: 0.38078 (Simulation time: 0 hr 12 min 38 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:  170512971 heartbeat IPC: 0.29121 cumulative IPC: 0.37870 (Simulation time: 0 hr 12 min 50 sec) 
Heartbeat CPU  0 instructions:   97000000 cycles:  174701830 heartbeat IPC: 0.23873 cumulative IPC: 0.37485 (Simulation time: 0 hr 13 min 3 sec) 
Heartbeat CPU  0 instructions:   98000002 cycles:  176750099 heartbeat IPC: 0.48822 cumulative IPC: 0.37635 (Simulation time: 0 hr 13 min 11 sec) 
Heartbeat CPU  0 instructions:   99000000 cycles:  178854974 heartbeat IPC: 0.47509 cumulative IPC: 0.37768 (Simulation time: 0 hr 13 min 18 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:  181655746 heartbeat IPC: 0.35704 cumulative IPC: 0.37732 (Simulation time: 0 hr 13 min 28 sec) 
Heartbeat CPU  0 instructions:  101000002 cycles:  184005485 heartbeat IPC: 0.42558 cumulative IPC: 0.37802 (Simulation time: 0 hr 13 min 35 sec) 
Heartbeat CPU  0 instructions:  102000000 cycles:  186065034 heartbeat IPC: 0.48554 cumulative IPC: 0.37938 (Simulation time: 0 hr 13 min 42 sec) 
Heartbeat CPU  0 instructions:  103000003 cycles:  189022444 heartbeat IPC: 0.33813 cumulative IPC: 0.37864 (Simulation time: 0 hr 13 min 52 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:  190905551 heartbeat IPC: 0.53104 cumulative IPC: 0.38035 (Simulation time: 0 hr 13 min 59 sec) 
Heartbeat CPU  0 instructions:  105000000 cycles:  193803703 heartbeat IPC: 0.34505 cumulative IPC: 0.37975 (Simulation time: 0 hr 14 min 9 sec) 
Heartbeat CPU  0 instructions:  106000000 cycles:  195594314 heartbeat IPC: 0.55847 cumulative IPC: 0.38160 (Simulation time: 0 hr 14 min 16 sec) 
Heartbeat CPU  0 instructions:  107000002 cycles:  197305386 heartbeat IPC: 0.58443 cumulative IPC: 0.38359 (Simulation time: 0 hr 14 min 22 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:  200028784 heartbeat IPC: 0.36719 cumulative IPC: 0.38334 (Simulation time: 0 hr 14 min 32 sec) 
Heartbeat CPU  0 instructions:  109000002 cycles:  202977031 heartbeat IPC: 0.33919 cumulative IPC: 0.38262 (Simulation time: 0 hr 14 min 42 sec) 
Heartbeat CPU  0 instructions:  110000000 cycles:  205039872 heartbeat IPC: 0.48477 cumulative IPC: 0.38377 (Simulation time: 0 hr 14 min 49 sec) 
Heartbeat CPU  0 instructions:  111000002 cycles:  208661312 heartbeat IPC: 0.27613 cumulative IPC: 0.38168 (Simulation time: 0 hr 15 min 2 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:  211229165 heartbeat IPC: 0.38943 cumulative IPC: 0.38178 (Simulation time: 0 hr 15 min 10 sec) 
Heartbeat CPU  0 instructions:  113000001 cycles:  213082161 heartbeat IPC: 0.53967 cumulative IPC: 0.38332 (Simulation time: 0 hr 15 min 17 sec) 
Heartbeat CPU  0 instructions:  114000002 cycles:  215951161 heartbeat IPC: 0.34855 cumulative IPC: 0.38280 (Simulation time: 0 hr 15 min 27 sec) 
Heartbeat CPU  0 instructions:  115000000 cycles:  217804705 heartbeat IPC: 0.53951 cumulative IPC: 0.38429 (Simulation time: 0 hr 15 min 34 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:  221156406 heartbeat IPC: 0.29836 cumulative IPC: 0.38284 (Simulation time: 0 hr 15 min 44 sec) 
Heartbeat CPU  0 instructions:  117000002 cycles:  223003101 heartbeat IPC: 0.54151 cumulative IPC: 0.38430 (Simulation time: 0 hr 15 min 51 sec) 
Heartbeat CPU  0 instructions:  118000001 cycles:  226133505 heartbeat IPC: 0.31945 cumulative IPC: 0.38330 (Simulation time: 0 hr 16 min 2 sec) 
Heartbeat CPU  0 instructions:  119000003 cycles:  229778437 heartbeat IPC: 0.27435 cumulative IPC: 0.38139 (Simulation time: 0 hr 16 min 13 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:  231760691 heartbeat IPC: 0.50447 cumulative IPC: 0.38255 (Simulation time: 0 hr 16 min 20 sec) 
Heartbeat CPU  0 instructions:  121000000 cycles:  233864960 heartbeat IPC: 0.47522 cumulative IPC: 0.38348 (Simulation time: 0 hr 16 min 28 sec) 
Heartbeat CPU  0 instructions:  122000000 cycles:  237565748 heartbeat IPC: 0.27021 cumulative IPC: 0.38153 (Simulation time: 0 hr 16 min 41 sec) 
Heartbeat CPU  0 instructions:  123000000 cycles:  239197178 heartbeat IPC: 0.61296 cumulative IPC: 0.38327 (Simulation time: 0 hr 16 min 47 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:  240851061 heartbeat IPC: 0.60464 cumulative IPC: 0.38495 (Simulation time: 0 hr 16 min 54 sec) 
Heartbeat CPU  0 instructions:  125000001 cycles:  244412677 heartbeat IPC: 0.28077 cumulative IPC: 0.38327 (Simulation time: 0 hr 17 min 7 sec) 
Heartbeat CPU  0 instructions:  126000000 cycles:  247696751 heartbeat IPC: 0.30450 cumulative IPC: 0.38213 (Simulation time: 0 hr 17 min 18 sec) 
Heartbeat CPU  0 instructions:  127000000 cycles:  249684562 heartbeat IPC: 0.50307 cumulative IPC: 0.38318 (Simulation time: 0 hr 17 min 26 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:  252072225 heartbeat IPC: 0.41882 cumulative IPC: 0.38355 (Simulation time: 0 hr 17 min 33 sec) 
Heartbeat CPU  0 instructions:  129000002 cycles:  255802089 heartbeat IPC: 0.26811 cumulative IPC: 0.38171 (Simulation time: 0 hr 17 min 46 sec) 
Heartbeat CPU  0 instructions:  130000002 cycles:  258293525 heartbeat IPC: 0.40137 cumulative IPC: 0.38192 (Simulation time: 0 hr 17 min 55 sec) 
Heartbeat CPU  0 instructions:  131000001 cycles:  260741929 heartbeat IPC: 0.40843 cumulative IPC: 0.38219 (Simulation time: 0 hr 18 min 2 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:  263577301 heartbeat IPC: 0.35269 cumulative IPC: 0.38184 (Simulation time: 0 hr 18 min 12 sec) 
Heartbeat CPU  0 instructions:  133000000 cycles:  265435847 heartbeat IPC: 0.53806 cumulative IPC: 0.38304 (Simulation time: 0 hr 18 min 19 sec) 
