*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Feb  6 2025 20:33:19
*************************************************
parsing config file: /home/wzz/Pythia/config/mlop.ini

trace_0 /home/wzz/Pythia/traces/654.roms_s-293B.champsimtrace.xz
Heartbeat CPU  0 instructions:   21000000 cycles:    9627079 heartbeat IPC: 2.26069 cumulative IPC: 2.18135 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  0 instructions:   22000002 cycles:   10070341 heartbeat IPC: 2.25601 cumulative IPC: 2.18463 (Simulation time: 0 hr 1 min 35 sec) 
Heartbeat CPU  0 instructions:   23000002 cycles:   10513180 heartbeat IPC: 2.25816 cumulative IPC: 2.18773 (Simulation time: 0 hr 1 min 40 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   10957540 heartbeat IPC: 2.25042 cumulative IPC: 2.19027 (Simulation time: 0 hr 1 min 44 sec) 
Heartbeat CPU  0 instructions:   25000000 cycles:   11474366 heartbeat IPC: 1.93489 cumulative IPC: 2.17877 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  0 instructions:   26000003 cycles:   11949939 heartbeat IPC: 2.10273 cumulative IPC: 2.17574 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  0 instructions:   27000001 cycles:   12393313 heartbeat IPC: 2.25543 cumulative IPC: 2.17859 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   12836101 heartbeat IPC: 2.25841 cumulative IPC: 2.18135 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  0 instructions:   29000003 cycles:   13278509 heartbeat IPC: 2.26036 cumulative IPC: 2.18398 (Simulation time: 0 hr 2 min 6 sec) 
Heartbeat CPU  0 instructions:   30000003 cycles:   13721978 heartbeat IPC: 2.25495 cumulative IPC: 2.18627 (Simulation time: 0 hr 2 min 10 sec) 
Heartbeat CPU  0 instructions:   31000001 cycles:   14174353 heartbeat IPC: 2.21055 cumulative IPC: 2.18705 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   14696370 heartbeat IPC: 1.91564 cumulative IPC: 2.17741 (Simulation time: 0 hr 2 min 19 sec) 
Heartbeat CPU  0 instructions:   33000003 cycles:   15159480 heartbeat IPC: 2.15932 cumulative IPC: 2.17686 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  0 instructions:   34000002 cycles:   15601746 heartbeat IPC: 2.26108 cumulative IPC: 2.17924 (Simulation time: 0 hr 2 min 28 sec) 
Heartbeat CPU  0 instructions:   35000002 cycles:   16045262 heartbeat IPC: 2.25471 cumulative IPC: 2.18133 (Simulation time: 0 hr 2 min 32 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   16488920 heartbeat IPC: 2.25398 cumulative IPC: 2.18328 (Simulation time: 0 hr 2 min 36 sec) 
Heartbeat CPU  0 instructions:   37000000 cycles:   16931330 heartbeat IPC: 2.26035 cumulative IPC: 2.18530 (Simulation time: 0 hr 2 min 41 sec) 
Heartbeat CPU  0 instructions:   38000003 cycles:   17390884 heartbeat IPC: 2.17603 cumulative IPC: 2.18505 (Simulation time: 0 hr 2 min 45 sec) 
Heartbeat CPU  0 instructions:   39000003 cycles:   17917652 heartbeat IPC: 1.89837 cumulative IPC: 2.17662 (Simulation time: 0 hr 2 min 49 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   18367785 heartbeat IPC: 2.22156 cumulative IPC: 2.17773 (Simulation time: 0 hr 2 min 54 sec) 

Warmup complete CPU  0 instructions:   40000001 cycles:   18367798 (Simulation time: 0 hr 2 min 54 sec) 

Heartbeat CPU  0 instructions:   41000000 cycles:   19111213 heartbeat IPC: 1.34512 cumulative IPC: 1.34514 (Simulation time: 0 hr 2 min 58 sec) 
Heartbeat CPU  0 instructions:   42000000 cycles:   19854623 heartbeat IPC: 1.34515 cumulative IPC: 1.34515 (Simulation time: 0 hr 3 min 3 sec) 
Heartbeat CPU  0 instructions:   43000000 cycles:   20599084 heartbeat IPC: 1.34325 cumulative IPC: 1.34452 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   21342972 heartbeat IPC: 1.34429 cumulative IPC: 1.34446 (Simulation time: 0 hr 3 min 13 sec) 
Heartbeat CPU  0 instructions:   45000003 cycles:   22201369 heartbeat IPC: 1.16497 cumulative IPC: 1.30427 (Simulation time: 0 hr 3 min 18 sec) 
Heartbeat CPU  0 instructions:   46000001 cycles:   23291279 heartbeat IPC: 0.91751 cumulative IPC: 1.21865 (Simulation time: 0 hr 3 min 23 sec) 
Heartbeat CPU  0 instructions:   47000001 cycles:   24069722 heartbeat IPC: 1.28462 cumulative IPC: 1.22766 (Simulation time: 0 hr 3 min 28 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   24814474 heartbeat IPC: 1.34273 cumulative IPC: 1.24095 (Simulation time: 0 hr 3 min 33 sec) 
Heartbeat CPU  0 instructions:   49000003 cycles:   25560816 heartbeat IPC: 1.33987 cumulative IPC: 1.25121 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  0 instructions:   50000003 cycles:   26305976 heartbeat IPC: 1.34199 cumulative IPC: 1.25974 (Simulation time: 0 hr 3 min 43 sec) 
Heartbeat CPU  0 instructions:   51000000 cycles:   27054130 heartbeat IPC: 1.33662 cumulative IPC: 1.26636 (Simulation time: 0 hr 3 min 47 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   27978220 heartbeat IPC: 1.08215 cumulative IPC: 1.24864 (Simulation time: 0 hr 3 min 52 sec) 
Heartbeat CPU  0 instructions:   53000000 cycles:   29036542 heartbeat IPC: 0.94489 cumulative IPC: 1.21851 (Simulation time: 0 hr 3 min 57 sec) 
Heartbeat CPU  0 instructions:   54000000 cycles:   29780893 heartbeat IPC: 1.34345 cumulative IPC: 1.22666 (Simulation time: 0 hr 4 min 2 sec) 
Heartbeat CPU  0 instructions:   55000000 cycles:   30526121 heartbeat IPC: 1.34187 cumulative IPC: 1.23372 (Simulation time: 0 hr 4 min 7 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   31271439 heartbeat IPC: 1.34171 cumulative IPC: 1.23996 (Simulation time: 0 hr 4 min 12 sec) 
Heartbeat CPU  0 instructions:   57000000 cycles:   32017554 heartbeat IPC: 1.34028 cumulative IPC: 1.24544 (Simulation time: 0 hr 4 min 17 sec) 
Heartbeat CPU  0 instructions:   58000002 cycles:   32762382 heartbeat IPC: 1.34259 cumulative IPC: 1.25047 (Simulation time: 0 hr 4 min 21 sec) 
Heartbeat CPU  0 instructions:   59000000 cycles:   33750251 heartbeat IPC: 1.01228 cumulative IPC: 1.23517 (Simulation time: 0 hr 4 min 26 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   34725659 heartbeat IPC: 1.02521 cumulative IPC: 1.22265 (Simulation time: 0 hr 4 min 31 sec) 
Heartbeat CPU  0 instructions:   61000003 cycles:   35469428 heartbeat IPC: 1.34451 cumulative IPC: 1.22795 (Simulation time: 0 hr 4 min 36 sec) 
Heartbeat CPU  0 instructions:   62000003 cycles:   36212813 heartbeat IPC: 1.34520 cumulative IPC: 1.23284 (Simulation time: 0 hr 4 min 41 sec) 
Heartbeat CPU  0 instructions:   63000001 cycles:   36955889 heartbeat IPC: 1.34575 cumulative IPC: 1.23735 (Simulation time: 0 hr 4 min 46 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   37700478 heartbeat IPC: 1.34302 cumulative IPC: 1.24142 (Simulation time: 0 hr 4 min 51 sec) 
Heartbeat CPU  0 instructions:   65000001 cycles:   38445355 heartbeat IPC: 1.34250 cumulative IPC: 1.24517 (Simulation time: 0 hr 4 min 56 sec) 
Heartbeat CPU  0 instructions:   66000003 cycles:   39486015 heartbeat IPC: 0.96093 cumulative IPC: 1.23116 (Simulation time: 0 hr 5 min 1 sec) 
Heartbeat CPU  0 instructions:   67000001 cycles:   40401942 heartbeat IPC: 1.09179 cumulative IPC: 1.22537 (Simulation time: 0 hr 5 min 6 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   41145686 heartbeat IPC: 1.34455 cumulative IPC: 1.22926 (Simulation time: 0 hr 5 min 11 sec) 
Heartbeat CPU  0 instructions:   69000003 cycles:   41889768 heartbeat IPC: 1.34394 cumulative IPC: 1.23289 (Simulation time: 0 hr 5 min 16 sec) 
Heartbeat CPU  0 instructions:   70000001 cycles:   42635674 heartbeat IPC: 1.34065 cumulative IPC: 1.23620 (Simulation time: 0 hr 5 min 21 sec) 
Heartbeat CPU  0 instructions:   71000000 cycles:   43380184 heartbeat IPC: 1.34316 cumulative IPC: 1.23939 (Simulation time: 0 hr 5 min 25 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   44138395 heartbeat IPC: 1.31889 cumulative IPC: 1.24173 (Simulation time: 0 hr 5 min 30 sec) 
Heartbeat CPU  0 instructions:   73000000 cycles:   45221412 heartbeat IPC: 0.92335 cumulative IPC: 1.22888 (Simulation time: 0 hr 5 min 36 sec) 
Heartbeat CPU  0 instructions:   74000000 cycles:   46109688 heartbeat IPC: 1.12578 cumulative IPC: 1.22558 (Simulation time: 0 hr 5 min 41 sec) 
Heartbeat CPU  0 instructions:   75000000 cycles:   46855633 heartbeat IPC: 1.34058 cumulative IPC: 1.22859 (Simulation time: 0 hr 5 min 45 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   47599701 heartbeat IPC: 1.34396 cumulative IPC: 1.23153 (Simulation time: 0 hr 5 min 50 sec) 
Heartbeat CPU  0 instructions:   77000000 cycles:   48344330 heartbeat IPC: 1.34295 cumulative IPC: 1.23430 (Simulation time: 0 hr 5 min 55 sec) 
Heartbeat CPU  0 instructions:   78000000 cycles:   49091194 heartbeat IPC: 1.33893 cumulative IPC: 1.23684 (Simulation time: 0 hr 6 min 0 sec) 
Heartbeat CPU  0 instructions:   79000000 cycles:   49867540 heartbeat IPC: 1.28809 cumulative IPC: 1.23811 (Simulation time: 0 hr 6 min 5 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   50997291 heartbeat IPC: 0.88515 cumulative IPC: 1.22588 (Simulation time: 0 hr 6 min 11 sec) 
Heartbeat CPU  0 instructions:   81000002 cycles:   51828211 heartbeat IPC: 1.20349 cumulative IPC: 1.22533 (Simulation time: 0 hr 6 min 16 sec) 
Heartbeat CPU  0 instructions:   82000003 cycles:   52572781 heartbeat IPC: 1.34306 cumulative IPC: 1.22789 (Simulation time: 0 hr 6 min 21 sec) 
Heartbeat CPU  0 instructions:   83000001 cycles:   53317227 heartbeat IPC: 1.34328 cumulative IPC: 1.23035 (Simulation time: 0 hr 6 min 27 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   54062612 heartbeat IPC: 1.34159 cumulative IPC: 1.23267 (Simulation time: 0 hr 6 min 32 sec) 
Heartbeat CPU  0 instructions:   85000003 cycles:   54808929 heartbeat IPC: 1.33992 cumulative IPC: 1.23487 (Simulation time: 0 hr 6 min 38 sec) 
Heartbeat CPU  0 instructions:   86000001 cycles:   55633721 heartbeat IPC: 1.21242 cumulative IPC: 1.23437 (Simulation time: 0 hr 6 min 43 sec) 
Heartbeat CPU  0 instructions:   87000000 cycles:   56743709 heartbeat IPC: 0.90091 cumulative IPC: 1.22473 (Simulation time: 0 hr 6 min 49 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   57536963 heartbeat IPC: 1.26063 cumulative IPC: 1.22545 (Simulation time: 0 hr 6 min 55 sec) 
Heartbeat CPU  0 instructions:   89000000 cycles:   58280142 heartbeat IPC: 1.34557 cumulative IPC: 1.22769 (Simulation time: 0 hr 7 min 0 sec) 
Heartbeat CPU  0 instructions:   90000002 cycles:   59024507 heartbeat IPC: 1.34343 cumulative IPC: 1.22981 (Simulation time: 0 hr 7 min 6 sec) 
Heartbeat CPU  0 instructions:   91000002 cycles:   59769246 heartbeat IPC: 1.34275 cumulative IPC: 1.23184 (Simulation time: 0 hr 7 min 11 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   60513595 heartbeat IPC: 1.34345 cumulative IPC: 1.23381 (Simulation time: 0 hr 7 min 17 sec) 
Heartbeat CPU  0 instructions:   93000001 cycles:   61387137 heartbeat IPC: 1.14477 cumulative IPC: 1.23200 (Simulation time: 0 hr 7 min 23 sec) 
Heartbeat CPU  0 instructions:   94000002 cycles:   62446191 heartbeat IPC: 0.94424 cumulative IPC: 1.22509 (Simulation time: 0 hr 7 min 29 sec) 
Heartbeat CPU  0 instructions:   95000001 cycles:   63204131 heartbeat IPC: 1.31936 cumulative IPC: 1.22668 (Simulation time: 0 hr 7 min 34 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:   63947858 heartbeat IPC: 1.34458 cumulative IPC: 1.22861 (Simulation time: 0 hr 7 min 40 sec) 
Heartbeat CPU  0 instructions:   97000001 cycles:   64693595 heartbeat IPC: 1.34096 cumulative IPC: 1.23042 (Simulation time: 0 hr 7 min 45 sec) 
Heartbeat CPU  0 instructions:   98000001 cycles:   65438425 heartbeat IPC: 1.34259 cumulative IPC: 1.23219 (Simulation time: 0 hr 7 min 51 sec) 
Heartbeat CPU  0 instructions:   99000001 cycles:   66184762 heartbeat IPC: 1.33988 cumulative IPC: 1.23387 (Simulation time: 0 hr 7 min 56 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:   67123689 heartbeat IPC: 1.06504 cumulative IPC: 1.23062 (Simulation time: 0 hr 8 min 2 sec) 
Heartbeat CPU  0 instructions:  101000001 cycles:   68143139 heartbeat IPC: 0.98092 cumulative IPC: 1.22551 (Simulation time: 0 hr 8 min 8 sec) 
Heartbeat CPU  0 instructions:  102000001 cycles:   68888237 heartbeat IPC: 1.34211 cumulative IPC: 1.22723 (Simulation time: 0 hr 8 min 13 sec) 
Heartbeat CPU  0 instructions:  103000002 cycles:   69631740 heartbeat IPC: 1.34499 cumulative IPC: 1.22893 (Simulation time: 0 hr 8 min 19 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:   70377491 heartbeat IPC: 1.34093 cumulative IPC: 1.23054 (Simulation time: 0 hr 8 min 24 sec) 
Heartbeat CPU  0 instructions:  105000002 cycles:   71122342 heartbeat IPC: 1.34255 cumulative IPC: 1.23212 (Simulation time: 0 hr 8 min 30 sec) 
Heartbeat CPU  0 instructions:  106000000 cycles:   71870249 heartbeat IPC: 1.33706 cumulative IPC: 1.23359 (Simulation time: 0 hr 8 min 35 sec) 
Heartbeat CPU  0 instructions:  107000002 cycles:   72882370 heartbeat IPC: 0.98803 cumulative IPC: 1.22903 (Simulation time: 0 hr 8 min 41 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:   73829298 heartbeat IPC: 1.05604 cumulative IPC: 1.22608 (Simulation time: 0 hr 8 min 47 sec) 
Heartbeat CPU  0 instructions:  109000000 cycles:   74574306 heartbeat IPC: 1.34227 cumulative IPC: 1.22762 (Simulation time: 0 hr 8 min 53 sec) 
Heartbeat CPU  0 instructions:  110000000 cycles:   75318762 heartbeat IPC: 1.34326 cumulative IPC: 1.22913 (Simulation time: 0 hr 8 min 58 sec) 
Heartbeat CPU  0 instructions:  111000000 cycles:   76062864 heartbeat IPC: 1.34390 cumulative IPC: 1.23061 (Simulation time: 0 hr 9 min 4 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:   76807947 heartbeat IPC: 1.34213 cumulative IPC: 1.23203 (Simulation time: 0 hr 9 min 9 sec) 
Heartbeat CPU  0 instructions:  113000003 cycles:   77555301 heartbeat IPC: 1.33806 cumulative IPC: 1.23337 (Simulation time: 0 hr 9 min 15 sec) 
Heartbeat CPU  0 instructions:  114000001 cycles:   78645765 heartbeat IPC: 0.91704 cumulative IPC: 1.22765 (Simulation time: 0 hr 9 min 21 sec) 
Heartbeat CPU  0 instructions:  115000000 cycles:   79570455 heartbeat IPC: 1.08144 cumulative IPC: 1.22544 (Simulation time: 0 hr 9 min 27 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:   80314220 heartbeat IPC: 1.34451 cumulative IPC: 1.22687 (Simulation time: 0 hr 9 min 32 sec) 
Heartbeat CPU  0 instructions:  117000003 cycles:   81056994 heartbeat IPC: 1.34631 cumulative IPC: 1.22828 (Simulation time: 0 hr 9 min 38 sec) 
Heartbeat CPU  0 instructions:  118000001 cycles:   81802628 heartbeat IPC: 1.34114 cumulative IPC: 1.22961 (Simulation time: 0 hr 9 min 43 sec) 
Heartbeat CPU  0 instructions:  119000003 cycles:   82549288 heartbeat IPC: 1.33930 cumulative IPC: 1.23088 (Simulation time: 0 hr 9 min 49 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:   83313048 heartbeat IPC: 1.30931 cumulative IPC: 1.23181 (Simulation time: 0 hr 9 min 54 sec) 
Heartbeat CPU  0 instructions:  121000003 cycles:   84418727 heartbeat IPC: 0.90442 cumulative IPC: 1.22633 (Simulation time: 0 hr 10 min 0 sec) 
Heartbeat CPU  0 instructions:  122000002 cycles:   85286413 heartbeat IPC: 1.15249 cumulative IPC: 1.22537 (Simulation time: 0 hr 10 min 6 sec) 
Heartbeat CPU  0 instructions:  123000002 cycles:   86029818 heartbeat IPC: 1.34516 cumulative IPC: 1.22669 (Simulation time: 0 hr 10 min 11 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:   86774290 heartbeat IPC: 1.34323 cumulative IPC: 1.22795 (Simulation time: 0 hr 10 min 17 sec) 
Heartbeat CPU  0 instructions:  125000002 cycles:   87518721 heartbeat IPC: 1.34331 cumulative IPC: 1.22920 (Simulation time: 0 hr 10 min 22 sec) 
Heartbeat CPU  0 instructions:  126000000 cycles:   88267056 heartbeat IPC: 1.33630 cumulative IPC: 1.23034 (Simulation time: 0 hr 10 min 28 sec) 
Heartbeat CPU  0 instructions:  127000003 cycles:   89048734 heartbeat IPC: 1.27930 cumulative IPC: 1.23088 (Simulation time: 0 hr 10 min 33 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:   90152262 heartbeat IPC: 0.90618 cumulative IPC: 1.22589 (Simulation time: 0 hr 10 min 39 sec) 
Heartbeat CPU  0 instructions:  129000002 cycles:   91171454 heartbeat IPC: 0.98117 cumulative IPC: 1.22247 (Simulation time: 0 hr 10 min 46 sec) 
Heartbeat CPU  0 instructions:  130000003 cycles:   92145638 heartbeat IPC: 1.02650 cumulative IPC: 1.21988 (Simulation time: 0 hr 10 min 52 sec) 
Heartbeat CPU  0 instructions:  131000001 cycles:   93103102 heartbeat IPC: 1.04442 cumulative IPC: 1.21763 (Simulation time: 0 hr 10 min 58 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:   94023799 heartbeat IPC: 1.08613 cumulative IPC: 1.21603 (Simulation time: 0 hr 11 min 4 sec) 
Heartbeat CPU  0 instructions:  133000003 cycles:   94937246 heartbeat IPC: 1.09476 cumulative IPC: 1.21458 (Simulation time: 0 hr 11 min 10 sec) 
Heartbeat CPU  0 instructions:  134000003 cycles:   95849915 heartbeat IPC: 1.09569 cumulative IPC: 1.21318 (Simulation time: 0 hr 11 min 16 sec) 
Heartbeat CPU  0 instructions:  135000001 cycles:   96758896 heartbeat IPC: 1.10013 cumulative IPC: 1.21187 (Simulation time: 0 hr 11 min 22 sec) 
Heartbeat CPU  0 instructions:  136000000 cycles:   97667561 heartbeat IPC: 1.10051 cumulative IPC: 1.21060 (Simulation time: 0 hr 11 min 28 sec) 
Heartbeat CPU  0 instructions:  137000000 cycles:   98574605 heartbeat IPC: 1.10248 cumulative IPC: 1.20937 (Simulation time: 0 hr 11 min 34 sec) 
Heartbeat CPU  0 instructions:  138000001 cycles:   99483166 heartbeat IPC: 1.10064 cumulative IPC: 1.20816 (Simulation time: 0 hr 11 min 40 sec) 
Heartbeat CPU  0 instructions:  139000002 cycles:  100387988 heartbeat IPC: 1.10519 cumulative IPC: 1.20702 (Simulation time: 0 hr 11 min 46 sec) 
Heartbeat CPU  0 instructions:  140000000 cycles:  101295090 heartbeat IPC: 1.10241 cumulative IPC: 1.20588 (Simulation time: 0 hr 11 min 51 sec) 
Finished CPU 0 instructions: 100000000 cycles: 82927300 cumulative IPC: 1.20588 (Simulation time: 0 hr 11 min 51 sec) 

ChampSim completed all CPUs

[ROI Statistics]
Core_0_instructions 100000000
Core_0_cycles 82927300
Core_0_IPC 1.20588

Core_0_branch_prediction_accuracy 99.83802
Core_0_branch_MPKI 0.02705
Core_0_average_ROB_occupancy_at_mispredict 240.09279

Core_0_L1D_total_access 29051888
Core_0_L1D_total_hit 27779395
Core_0_L1D_total_miss 1272493
Core_0_L1D_loads 21230022
Core_0_L1D_load_hit 20400086
Core_0_L1D_load_miss 829936
Core_0_L1D_RFOs 7821866
Core_0_L1D_RFO_hit 7379309
Core_0_L1D_RFO_miss 442557
Core_0_L1D_prefetches 0
Core_0_L1D_prefetch_hit 0
Core_0_L1D_prefetch_miss 0
Core_0_L1D_writebacks 0
Core_0_L1D_writeback_hit 0
Core_0_L1D_writeback_miss 0
Core_0_L1D_prefetch_requested 0
Core_0_L1D_prefetch_dropped 0
Core_0_L1D_prefetch_issued 0
Core_0_L1D_prefetch_filled 0
Core_0_L1D_prefetch_useful 0
Core_0_L1D_prefetch_useless 0
Core_0_L1D_prefetch_late 0
Core_0_L1D_average_miss_latency 82.99003

Core_0_L1D_rq_access 33091900
